titulo,start_hour,end_hour,location,reference_date
"Deputado Eduardo Bolsonaro (PSL/SP); Deputado Filipe Barros (PSL/PR), Vice-Líder do PSL na Câmara dos Deputados; Deputada Chris Tonietto (PSL/RJ), Vice-Líder do PSL na Câmara dos Deputados; Deputada Bia Kicis (PSL/DF), Vice-Líder do PSL na Câmara dos Deputados; Tenente Santini, Vereador Municipal de Campinas/SP; Admar Gonzaga, Advogado; e Karina Kufa, Advogada",14h30,15h00,Palácio do Planalto,2019-10-08
"Sanção dos Projetos de Lei n° 1619, de 2019, e nº 17, de 2019, que alteram a Lei nº 11.340/2006",15h00,15h40,Palácio do Planalto,2019-10-08
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; e Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",15h45,16h00,Palácio do Planalto,2019-10-08
"Péter Szijjártó, Ministro dos Negócios Estrangeiros e Comércio Exterior da Hungria; Ernesto Araújo, Ministro de Estado das Relações Exteriores; e Senador Flávio Bolsonaro (PSL/RJ)",16h10,16h40,Palácio do Planalto,2019-10-08
Solenidade Alusiva à Alteração da Lei Geral de Telecomunicações,17h00,18h00,Palácio do Planalto,2019-10-08
"Deputado Marcel Van Hattem (NOVO/RS), Líder do Novo na Câmara dos Deputados; Deputado Pastor Marco Feliciano (PODE/SP), Vice-Líder do Governo no Congresso Nacional; e Tânia Terezinha da Silva, Prefeita Municipal de Dois Irmãos/RS",17h50,18h30,Palácio do Planalto,2019-10-08
"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",09h30,10h00,Palácio do Planalto,2019-10-09
"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; Desembargador Romão Cícero de Oliveira, Presidente do Tribunal de Justiça do Distrito Federal e dos Territórios; e Robson Vieira Teixeira de Freitas, Desembargador do Tribunal de Justiça do Distrito Federal e dos Territórios",10h00,10h30,Palácio do Planalto,2019-10-09
"Deputado Dr. Luiz Ovando (PSL/MS), Vice-Líder do Governo na Câmara dos Deputados",10h45,11h00,Palácio do Planalto,2019-10-09
"Bento Albuquerque, Ministro de Estado de Minas e Energia; e Luiz Rodolfo Landim, Presidente do Clube de Regatas do Flamengo – CRF",12h00,13h00,Palácio do Planalto,2019-10-09
"Sérgio Moro, Ministro de Estado da Justiça e Segurança Pública; e Maurício Leite Valeixo, Diretor-Geral da Polícia Federal",14h00,14h30,Palácio do Planalto,2019-10-09
"Hamilton Mourão, Vice-Presidente da República",14h30,15h00,Palácio do Planalto,2019-10-09
"Deputado Carlos Jordy (PSL/RJ), Vice-Líder do Governo na Câmara dos Deputados; Deputada Aline Sleutjes (PSL/PR), Vice-Líder do Governo na Câmara dos Deputados; Deputado Junio Amaral, Vice-Líder do PSL na Câmara dos Deputados; Deputada Bia Kicis (PSL/DF), Vice-Líder do PSL na Câmara dos Deputados; Deputado Luiz Lima (PSL/RJ), Vice-Líder do PSL na Câmara dos Deputados; Deputada Chris Tonietto (PSL/RJ), Vice-Líder do PSL na Câmara dos Deputados; Deputado Luiz Philippe de Orleans e Bragança (PSL/SP); Deputado Bibo Nunes (PSL/RS); Deputado Sanderson (PSL/RS); Deputado General Girão (PSL/RN); Deputado Hélio Lopes (PSL/RJ); Deputada Alê Silva (PSL/MG); Deputado Márcio Labre (PSL/RJ); Deputada Dra. Soraya Manato (PSL/RS); Deputado Guiga Peixoto (PSL/SP); Admar Gonzaga, Advogado; e Karina Kufa, Advogada",15h00,15h40,Palácio do Planalto,2019-10-09
"Antônio Barra Torres, Diretor da Agência Nacional de Vigilância Sanitária – ANVISA",16h30,17h00,Palácio do Planalto,2019-10-09
"Bento Albuquerque, Ministro de Estado de Minas e Energia",17h00,17h30,Palácio do Planalto,2019-10-09
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Luiz Henrique Mandetta, Ministro de Estado da Saúde; e Bento Albuquerque, Ministro de Estado de Minas e Energia",17h30,18h00,Palácio do Planalto,2019-10-09
Partida de Brasília/DF para São Paulo/SP,06h45,08h05,Base Aérea de Brasília,2019-10-10
"Audiência ao Presidente do BID, Luis Alberto Moreno",08h50,09h10,São Paulo/SP,2019-10-10
Cerimônia de Abertura do Fórum de Investimentos Brasil 2019,09h15,10h30,São Paulo/SP,2019-10-10
"Audiência ao CEO do Grupo ENEL (Itália), Francesco Starace",11h00,11h15,São Paulo/SP,2019-10-10
"Audiência ao Presidente da Emaar Properties (Emirados Árabes Unidos), Mohammed Al Abbar, e ao CEO da Elite Agro (Emirados Árabes Unidos), Abdul Monem Mohamed Al Marzooqi",11h15,11h30,São Paulo/SP,2019-10-10
"Audiência ao CEO da Iberdrola (Espanha), Ignacio Sánchez Galán",11h30,11h45,São Paulo/SP,2019-10-10
"Audiência ao CEO da KMW (Alemanha), Christian Boege",11h45,12h00,São Paulo/SP,2019-10-10
"Audiência ao CEO da Bayer (Alemanha), Werner Bauman",12h00,12h45,São Paulo/SP,2019-10-10
Almoço do Fórum de Investimentos Brasil 2019,12h45,14h15,São Paulo/SP,2019-10-10
Encontro com a direção do jornal “O Estado de São Paulo”,15h15,16h15,São Paulo/SP,2019-10-10
"Transmissão ao Vivo (Live) com Pedro Guimarães, Presidente da CAIXA",19h00,19h30,São Paulo/SP,2019-10-10
Solenidade de Encerramento do Curso Superior de Tecnólogo de Polícia Ostensiva e Preservação da Ordem Pública da PM/SP,10h00,11h30,São Paulo/SP,2019-10-11
Partida de São Paulo/SP para Rio de Janeiro/RJ,12h45,13h30,Aeroporto de Congonhas,2019-10-11
Visita ao Submarino Riachuelo,14h05,14h15,Itaguaí/RJ,2019-10-11
Cerimônia de Início da Integração do Submarino Humaitá,14h30,15h30,Itaguaí/RJ,2019-10-11
Partida do Rio de Janeiro/RJ para Brasília/DF,16h25,17h35,Base Aérea do Galeão,2019-10-11
Partida de Brasília/DF para Aparecida/SP,13h15,14h50,Base Aérea de Brasília,2019-10-12
Entrevista à TV Aparecida,15h30,15h45,Aparecida/SP,2019-10-12
"Missa alusiva ao Dia de Nossa Senhora Aparecida, celebrada pelo Arcebispo metropolitano de Aparecida, Dom Orlando Brandes",16h00,17h00,Aparecida/SP,2019-10-12
Visita à imagem original de Nossa Senhora Aparecida,17h05,17h15,Aparecida/SP,2019-10-12
Partida de Aparecida/SP para São Paulo/SP,17h30,18h20,Aparecida/SP,2019-10-12
Visita ao Hospital AACD,18h30,19h30,São Paulo/SP,2019-10-12
Partida de São Paulo/SP para Brasília/DF,23h30,,Aeroporto de Congonhas,2019-10-12
Chegada a Brasília/DF,00h50,,Base Aérea de Brasília,2019-10-13
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Fernando Azevedo, Ministro de Estado da Defesa; e Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",07h20,07h50,Palácio da Alvorada,2019-10-14
Senador Flávio Bolsonaro (PSL/RJ),09h00,09h15,Palácio do Planalto,2019-10-14
"Admar Gonzaga, Advogado; e Karina Kufa, Advogada",09h15,10h00,Palácio do Planalto,2019-10-14
"Floriano Peixoto Vieira Neto, Presidente dos Correios",10h00,10h30,Palácio do Planalto,2019-10-14
"Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados",11h00,11h30,Palácio do Planalto,2019-10-14
"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e André Luiz de Almeida, Advogado-Geral da União",12h00,12h30,Palácio do Planalto,2019-10-14
"Paulo Guedes, Ministro de Estado da Economia",14h00,15h00,Palácio do Planalto,2019-10-14
"Salim Mattar, Secretário Especial de Desestatização e Desinvestimento do Ministério da Economia",15h10,15h40,Palácio do Planalto,2019-10-14
"Deputado Filipe Barros (PSL/PR), Vice-Líder do PSL na Câmara dos Deputados; e Deputada Bia Kicis (PSL/DF), Vice-Líder do PSL na Câmara dos Deputados",15h40,16h10,Palácio do Planalto,2019-10-14
"Abraham Weintraub, Ministro de Estado da Educação",16h10,16h40,Palácio do Planalto,2019-10-14
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; e Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",17h30,18h10,Palácio do Planalto,2019-10-14
"Fernando Azevedo, Ministro de Estado da Defesa",18h15,18h45,Palácio do Planalto,2019-10-14
"Senador Izalci Lucas (PSDB/DF), Vice-Líder do PSDB no Senado Federal",18h45,19h00,Palácio do Planalto,2019-10-14
Hasteamento da Bandeira Nacional,08h00,08h15,Palácio da Alvorada,2019-10-15
21ª Reunião do Conselho de Governo,08h15,11h30,Palácio da Alvorada,2019-10-15
"Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",11h45,12h05,Palácio da Alvorada,2019-10-15
"Paulo Guedes, Ministro de Estado da Economia; Bento Albuquerque, Ministro de Estado de Minas e Energia; e Mauricio Bähr, Presidente da ENGIE Brasil",14h00,14h50,Palácio do Planalto,2019-10-15
"Sérgio Moro, Ministro de Estado da Justiça e Segurança Pública",15h00,15h30,Palácio do Planalto,2019-10-15
Solenidade do 13º do Bolsa Família e Recursos para obras Irmã Dulce,17h00,18h00,Palácio do Planalto,2019-10-15
"Deputado Pastor Marco Feliciano (PODE/SP), Vice-Líder do Governo no Congresso Nacional",18h50,19h50,Palácio da Alvorada,2019-10-15
"Tarcísio Freitas, Ministro de Estado da Infraestrutura; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",09h10,09h55,Palácio do Planalto,2019-10-16
"Dias Toffoli, Presidente do Supremo Tribunal Federal; e Alexandre de Moraes, Ministro do Supremo Tribunal Federal",10h00,10h15,Palácio do Planalto,2019-10-16
Solenidade de Assinatura da MP do Contribuinte Legal,10h15,11h00,Palácio do Planalto,2019-10-16
"Gilmar Mendes, Ministro do Supremo Tribunal Federal",11h00,11h25,Palácio do Planalto,2019-10-16
"Abraham Weintraub, Ministro de Estado da Educação",11h30,11h45,Palácio do Planalto,2019-10-16
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; e Deputado Domingos Neto (PSD/CE)",15h00,15h45,Palácio do Planalto,2019-10-16
Cerimônia de Assinatura de Decreto de Concessão de Documento de Identificação Militar para Oficial da Reserva,16h00,16h40,Palácio do Planalto,2019-10-16
"Paulo Guedes, Ministro de Estado da Economia",17h00,18h30,Palácio do Planalto,2019-10-16
"Osmar Terra, Ministro de Estado da Cidadania",17h30,18h00,Palácio do Planalto,2019-10-16
"Davi Alcolumbre, Presidente do Senado Federal; e 	Senador Fernando Bezerra Coelho (MDB/PE), Líder 	do Governo no Senado Federal",20h00,21h15,Palácio da Alvorada,2019-10-16
"Tarcísio Freitas, Ministro de Estado da Infraestrutura; Senador Flávio Bolsonaro (PSL/RJ); Senador Arolde de Oliveira (PSD/RJ); Deputado Professor Joziel (PSL/RJ); Deputado Eduardo Bolsonaro (PSL/SP); e Ronaldo Cezar Coelho, Ex-Deputado",09h00,11h00,Palácio do Planalto,2019-10-17
"Salim Mattar, Secretário Especial de Desestatização, Desinvestimento e Mercados do Ministério da Economia",11h00,11h05,Palácio do Planalto,2019-10-17
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Senador Eduardo Gomes (MDB/TO), Vice-Líder do Governo no Senado Federal",11h30,12h00,Palácio do Planalto,2019-10-17
Partida de Brasília/DF para Florianópolis/SC,13h00,15h00,Base Aérea de Brasília,2019-10-17
Inauguração do novo Complexo de Tiro da PRF,15h50,16h25,Florianópolis/SC,2019-10-17
Visita à exposição da ANPRF,16h35,17h00,Florianópolis/SC,2019-10-17
Aula Magna do Curso de Formação Profissional da PRF e Sanção do Projeto de Lei de Conversão nº 20/2019 (MP da venda de bens apreendidos de traficantes),17h00,18h00,Florianópolis/SC,2019-10-17
Entrevista à TV Record,18h05,19h00,Florianópolis/SC,2019-10-17
"Transmissão ao Vivo (Live) com Luciano Hang, Presidente do Grupo Havan",19h00,19h25,Florianópolis/SC,2019-10-17
Partida de Florianópolis/SC para Brasília/DF,20h25,22h25,Aeroporto Internacional de Florianópolis - Hercílio Luz,2019-10-17
"Fernando Azevedo, Ministro de Estado da Defesa",09h15,10h00,Palácio do Planalto,2019-10-18
"Cerimônia em Comemoração ao dia do Aviador e ao dia da Força Aérea, com Imposição da Medalha da Ordem do Mérito Aeronáutico",10h30,11h50,Brasília/DF,2019-10-18
"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Chefes das Delegações do BRICS 2019",11h50,12h35,Palácio do Planalto,2019-10-18
"Pastor Gilmar Santos, Presidente da Convenção Nacional de Igrejas e Ministros das Assembleias de Deus no Brasil Cristo Para Todos (CONIMADB)",15h20,16h00,Palácio do Planalto,2019-10-18
"Wagner Rosário, Ministro de Estado da Controladoria-Geral da União",17h00,17h30,Palácio do Planalto,2019-10-18
"Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados",19h40,21h00,Palácio da Alvorada,2019-10-18
Partida de Brasília/DF para Lisboa/Portugal,22h00,,Base Aérea de Brasília,2019-10-19
Chegada a Lisboa/Portugal,11h00,12h30,Aeroporto de Lisboa,2019-10-20
Partida de Lisboa/Portugal para Nursultan/Cazaquistão,12h30,,Aeroporto de Lisboa,2019-10-20
Chegada a Nursultan/Cazaquistão,01h15,02h45,Aeroporto Internacional Nursultan Nazarbayev,2019-10-21
Partida de Nursultan/Cazaquistão para Tóquio/Japão,02h45,13h05,Aeroporto Internacional Tolmachevo,2019-10-21
Chegada a Tóquio/Japão,13h05,13h15,Aeroporto Internacional de Haneda,2019-10-21
Cerimônia de Proclamação da Entronização do Imperador do Japão,13h00,13h30,Tóquio/Japão,2019-10-22
"Reunião Bilateral com o Presidente da Ucrânia, Volodymyr Zelenski",17h00,17h30,Tóquio/Japão,2019-10-22
Banquete Imperial por ocasião da Cerimônia de Entronização,21h00,22h20,Tóquio/Japão,2019-10-22
Encontro com a comunidade brasileira no Japão,09h30,10h10,Tóquio/Japão,2019-10-23
Encontro com empresários japoneses - ‘Wise-men Group’,10h30,11h00,Tóquio/Japão,2019-10-23
Encontro com Membros da Comunidade Mahikari,11h00,11h30,Tóquio/Japão,2019-10-23
"Encontro com o Senhor Shinzo Abe, Primeiro-Ministro do Japão",15h00,15h15,Tóquio/Japão,2019-10-23
"Jantar oferecido pelo Primeiro Ministro do Japão, Shinzo Abe, e Senhora Akie Abe aos Representantes Estrangeiros presentes à Cerimônia de Entronização",18h15,21h00,Tóquio/Japão,2019-10-23
"Encontro com Sua Alteza Real, o Príncipe de Gales",21h20,21h45,Tóquio/Japão,2019-10-23
Partida de Tóquio/Japão para Pequim/China,09h30,12h15,Aeroporto de Haneda,2019-10-24
Visita à Grande Muralha,15h35,16h35,Pequim/China,2019-10-24
"Audiência concedida ao Senhor Paulo Skaf, Presidente da Federação de Indústrias do Estado de São Paulo (FIESP), e comitiva de CEOs chineses",19h30,20h10,Pequim/China,2019-10-24
"Jantar oferecido pelo Senhor Paulo Skaf, Presidente da Federação de Indústrias do Estado de São Paulo (FIESP)",20h15,21h30,Pequim/China,2019-10-24
Abertura do Seminário Empresarial Brasil-China: 45 anos construindo laços bilaterais,10h00,11h00,Pequim/China,2019-10-25
Cerimônia de Aposição Floral,14h45,14h50,Pequim/China,2019-10-25
"Encontro com o Senhor Li Zhanshu, Presidente da Assembleia Popular Nacional da República Popular da China",15h00,15h30,Pequim/China,2019-10-25
"Encontro com Senhor Li Keqiang, Primeiro-Ministro da China",15h45,16h15,Pequim/China,2019-10-25
Cerimônia oficial de chegada no Grande Palácio do Povo,16h45,17h00,Pequim/China,2019-10-25
"Encontro oficial com o Senhor Xi Jiping, Presidente da China",17h00,17h45,Pequim/China,2019-10-25
"Jantar oferecido pelo Senhor Xi Jinping, Presidente da China",18h00,19h00,Pequim/China,2019-10-25
Partida de Pequim/China para Nova Delhi/Índia,09h30,13h50,Aeroporto Internacional de Pequim,2019-10-26
Partida de Nova Delhi/Índia para Abu Dhabi/Emirados Árabes Unidos,15h20,17h30,Aeroporto Internacional de Indira Gandhi,2019-10-26
Cerimônia de Oferenda Floral,18h00,18h20,Abu Dhabi/Emirados Árabes Unidos,2019-10-26
Sessão de Abertura do Seminário Empresarial Brasil-Emirados Árabes Unidos,09h15,10h05,Abu Dhabi/Emirados Árabes Unidos,2019-10-27
Cerimônia Oficial de Chegada,12h00,12h15,Abu Dhabi/Emirados Árabes Unidos,2019-10-27
Reunião Ampliada,12h15,12h25,Abu Dhabi/Emirados Árabes Unidos,2019-10-27
Cerimônia de Troca de Atos Internacionais,12h25,12h40,Abu Dhabi/Emirados Árabes Unidos,2019-10-27
"Almoço Oficial oferecido por Sua Alteza Xeque Mohamed bin Zayed Al Nahyan, Príncipe Herdeiro de Abu Dhabi",13h00,13h40,Abu Dhabi/Emirados Árabes Unidos,2019-10-27
Encontro com atletas brasileiros e emiráticos de jiu-jitsu,13h40,14h00,Abu Dhabi/Emirados Árabes Unidos,2019-10-27
"Encontro com Sua Alteza Xeque Mohamed bin Rashed Al Maktoum, Vice-Presidente, Primeiro-Ministro dos EAU e Governante de Dubai",16h50,17h20,Abu Dhabi/Emirados Árabes Unidos,2019-10-27
Visita à Grande Mesquita Xeque Zayed,17h35,17h50,Abu Dhabi/Emirados Árabes Unidos,2019-10-27
Reunião com o presidente da FIRJAN e investidores estrangeiros,18h15,18h20,Abu Dhabi/Emirados Árabes Unidos,2019-10-27
Chegada em Doha/Catar,08h45,,Aeroporto Internacional de Hamad,2019-10-28
Partida de Abu Dhabi/Emirados Árabes Unidos para Doha/Catar (- 1 hora de fuso horário em Doha),09h00,09h45,Aeroporto Internacional de Abu Dhabi,2019-10-28
Cerimônia Oficial de Chegada,11h35,11h45,Doha/Catar,2019-10-28
Reunião ampliada,11h45,12h05,Doha/Catar,2019-10-28
Cerimônia de Assinatura de Atos,12h15,12h30,Doha/Catar,2019-10-28
"Almoço Oficial oferecido por Sua Alteza o Xeique Tamim Bin Hamad Al Thani, Emir do Catar",12h30,13h30,Doha/Catar,2019-10-28
Mesa Redonda “Perspectivas do Cenário Macroeconômico e do Ambiente de Negócios no Brasil”,15h10,16h10,Doha/Catar,2019-10-28
"Encontro com o Primeiro Ministro do Estado do Catar, Xeique Abdullah Bin Nasser Bin Khalifa Al Thani",16h30,16h40,Doha/Catar,2019-10-28
Visita ao Estádio de Futebol Al Janoub,17h10,17h40,Doha/Catar,2019-10-28
Partida de Doha/Catar para Riade/Arábia Saudita,18h00,18h50,Aeroporto Internacional de Hamad/Doha,2019-10-28
"Jantar oferecido por Sua Alteza Real, Mohammed bin Salman, Príncipe Herdeiro do Reino da Arábia Saudita",21h00,22h30,Riade/Arábia Saudita,2019-10-28
"Audiência ao Presidente do Grupo Goldman, Sachs & Co, John Waldron",10h45,11h15,Riade/Arábia Saudita,2019-10-29
"Encontro com Sua Alteza Real, Mohammed bin 			Salman, Príncipe Herdeiro do Reino da Arábia 			Saudita",16h30,17h15,Riade/Arábia Saudita,2019-10-29
"Jantar Oficial em homenagem aos Chefes de Estado e/ou de Governo participantes do Fórum “Iniciativa de Investimento Futuro” (FII), oferecido por Sua Alteza Real, Mohammed bin Salman, Príncipe Herdeiro da Arábia Saudita",20h00,21h30,Riade/Arábia Saudita,2019-10-29
"Masayoshi Son, CEO do SoftBank Group",09h00,09h30,Riade/Arábia Saudita,2019-10-30
"Encontro com a Presidente do Grupo Olayan, Senhora Lubna Olayan",10h20,10h30,Riade/Arábia Saudita,2019-10-30
Sessão sobre o Brasil do FII,10h30,11h00,Riade/Arábia Saudita,2019-10-30
"Almoço oferecido por Sua Majestade, Salman Bin Abdulaziz Al Saud, Rei da Arábia Saudita",13h30,14h30,Riade/Arábia Saudita,2019-10-30
"Reunião Ampliada com Sua Majestade, Salman Bin Abdulaziz Al Saud, Rei da Arábia Saudita",14h40,15h10,Riade/Arábia Saudita,2019-10-30
Cerimônia de Troca de Atos Internacionais,15h15,15h25,Riade/Arábia Saudita,2019-10-30
Sessão de Abertura do Seminário Empresarial sobre o Brasil no Conselho das Câmaras Sauditas,16h00,16h35,Riade/Arábia Saudita,2019-10-30
Partida de Riade/Arábia Saudita para Las Palmas/Espanha,18h00,,Riade/Arábia Saudita,2019-10-30
Chegada a Las Palmas/Espanha,00h45,02h10,Aeroporto Internacional de Gran Canária,2019-10-31
Partida de Las Palmas/Espanha para Brasília/DF,02h10,06h10,Aeroporto Internacional de Gran Canária,2019-10-31
"Ricardo Salles, Ministro de Estado do Meio Ambiente",11h15,11h40,Palácio da Alvorada,2019-10-31
"Davi Alcolumbre, Presidente do Senado Federal; e Senador Fernando Bezerra Coelho (MDB/PE), Líder do Governo no Senado Federal",13h30,14h00,Palácio da Alvorada,2019-10-31
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",16h00,17h15,Palácio do Planalto,2019-10-31
"Transmissão ao Vivo (Live) com Jorge Seif, Secretário de Aquicultura e Pesca do Ministério da Agricultura, Pecuária e Abastecimento",19h00,19h45,Palácio do Planalto,2019-10-31
"Ernesto Araújo, Ministro de Estado das Relações Exteriores",21h30,22h45,Palácio da Alvorada,2019-10-31
Visita por ocasião do aniversário da Alicia Alves da Silva,10h00,10h30,Brasília/DF,2019-11-01
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",11h30,12h00,Palácio do Planalto,2019-11-01
"Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados",12h30,13h00,Palácio do Planalto,2019-11-01
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",13h50,14h05,Palácio do Planalto,2019-11-01
"Roberto Alvim, Diretor de Artes Cênicas da Funarte",14h05,14h35,Palácio do Planalto,2019-11-01
"Marcos Pontes, Ministro de Estado da Ciência, Tecnologia, Inovações e Comunicações",15h00,15h30,Palácio do Planalto,2019-11-01
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Silas Câmara (REPUBLICANOS/AM)",15h30,15h45,Palácio do Planalto,2019-11-01
"Marcos Pontes, Ministro de Estado da Ciência, Tecnologia, Inovações e Comunicações",15h45,16h00,Palácio do Planalto,2019-11-01
"Admar Gonzaga, Advogado; e Karina Kufa, Advogada",17h00,17h45,Palácio do Planalto,2019-11-01
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República",09h15,11h40,Palácio da Alvorada,2019-11-02
"Alexandre Ramagem, Diretor-Geral da Agência Brasileira de Inteligência – ABIN",11h40,12h30,Palácio da Alvorada,2019-11-02
"Entrevista a Thiago Nolasco, Jornal da Record",15h00,16h00,Palácio da Alvorada,2019-11-03
"Marcelo Álvaro Antonio, Ministro de Estado do Turismo",09h00,09h30,Palácio do Planalto,2019-11-04
"Jorge Antonio de Oliveira Francisco, Ministro-Chefe da Secretaria-Geral da Presidência da República",09h30,10h00,Palácio do Planalto,2019-11-04
"Osmar Terra, Ministro de Estado da Cidadania",10h00,10h10,Palácio do Planalto,2019-11-04
"Sérgio Moro, Ministro de Estado da Justiça e Segurança Pública; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Alexandre Ramagem, Diretor-Geral da Agência Brasileira de Inteligência – ABIN",10h30,11h00,Palácio do Planalto,2019-11-04
"Fernando Azevedo, Ministro de Estado da Defesa",11h00,13h35,Brasília/DF,2019-11-04
"Paulo Guedes, Ministro de Estado da Economia; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados",14h00,14h30,Palácio do Planalto,2019-11-04
"Hamilton Mourão, Vice-Presidente da República; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Deputado Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; Maurício Leite Valeixo, Diretor-Geral da Polícia Federal; Alexandre Ramagem, Diretor-Geral da Agência Brasileira de Inteligência – ABIN; e Edvandir Paiva, Presidente da Associação Nacional dos Delegados Federais – ADPF",14h30,16h25,Palácio do Planalto,2019-11-04
"Abraham Weintraub, Ministro de Estado da Educação",16h30,17h00,Palácio do Planalto,2019-11-04
"Homenagem aos Servidores da Presidência da República, em alusão ao Dia do Servidor",17h00,17h45,Palácio do Planalto,2019-11-04
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Bento Albuquerque, Ministro de Estado de Minas e Energia; e Jorge Antonio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República",18h00,19h10,Palácio do Planalto,2019-11-04
"Pedro Guimarães, Presidente da CAIXA; e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados",08h00,08h30,Palácio da Alvorada,2019-11-05
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Sérgio Moro, Ministro de Estado da Justiça e Segurança Pública; Ernesto Araújo, Ministro de Estado das Relações Exteriores; Paulo Guedes, Ministro de Estado da Economia; Jorge Antonio de Oliveira Francisco, Ministro-Chefe da Secretaria-Geral da Presidência da República; Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Pedro Guimarães, Presidente da CAIXA",09h00,10h45,Palácio do Planalto,2019-11-05
"Entrega das Propostas de Emenda à Constituição (PECs) do Pacto Federativo, Emergencial e a que revisa Fundos Públicos ao Presidente do Senado Federal, Davi Alcolumbre",11h00,11h40,Brasília/DF,2019-11-05
22ª Reunião do Conselho de Governo,14h30,16h00,Palácio do Planalto,2019-11-05
Solenidade Alusiva aos 300 dias de Governo,17h00,18h00,Palácio do Planalto,2019-11-05
"Yossi Shelley, Embaixador de Israel no Brasil",18h00,,Palácio do Planalto,2019-11-05
"Senador Chico Rodrigues (DEM/RR), Vice-Líder do Governo no Senado Federal",18h15,,Palácio do Planalto,2019-11-05
"Jorge Antonio de Oliveira Francisco, Ministro-Chefe da Secretaria-Geral da Presidência da República",09h00,09h30,Palácio do Planalto,2019-11-06
"Fernando Azevedo, Ministro de Estado da Defesa; Jorge Antonio de Oliveira Francisco, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Luiz Pontel de Souza, Secretário-Executivo do Ministério da Justiça e Segurança Pública",09h30,10h00,Palácio do Planalto,2019-11-06
"Ricardo Salles, Ministro de Estado do Meio Ambiente",10h00,10h30,Palácio do Planalto,2019-11-06
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Vilmor Carbonera, Prefeito do Município de Vila Flores/RS; e Isidoro Paludo, Vereador do Município de Vila Flores/RS",11h45,12h00,Palácio do Planalto,2019-11-06
"Pastor Silas Malafaia, Presidente do Conselho Interdenominacional de Ministros Evangélicos do Brasil (CIMEB)",12h00,12h30,Palácio do Planalto,2019-11-06
Deputado Nelson Barbudo (PSL/MT),13h50,14h10,Palácio do Planalto,2019-11-06
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República",14h50,15h05,Palácio do Planalto,2019-11-06
"Luiz Eduardo Ramos, Ministro-Chefe da Secretaria de Governo da Presidência da República; Deputado Filipe Barros (PSL/PR); e Deputado Estadual Delegado Fernando Martins (PSL/PR)",15h10,15h30,Palácio do Planalto,2019-11-06
"Deputado Pastor Marco Feliciano (PODE/SP), Vice-Líder do Governo no Congresso Nacional",15h40,16h00,Palácio do Planalto,2019-11-06
