titulo,start_hour,end_hour,location,reference_date
Cerimônia de Lançamento da Frente Parlamentar Mista da Marinha Mercante Brasileira,20h00,21h00,Brasília/DF,2019-05-28
"Café da manhã com Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Bancada do NOVO",08h05,09h25,Palácio do Planalto,2019-05-29
Sessão Solene em Homenagem ao Senhor Carlos Alberto de Nóbrega,09h30,10h00,Brasília/DF,2019-05-29
Entrevista à revista Veja,10h10,11h30,Palácio do Planalto,2019-05-29
"Cumprimento ao Almirante de Esquadra Ilques Barbosa Júnior, Comandante da Marinha do Brasil",11h40,12h20,Brasília/DF,2019-05-29
"Fernando Azevedo, Ministro de Estado da Defesa; Deputado Major Vitor Hugo (PSL/GO), Líder do 	Governo na Câmara dos Deputados; Deputada 	Professora Dayane Pimentel (PSL/BA); Deputado 	Bibo Nunes (PSL/RS); Deputado Coronel Tadeu 	(PSL/SP); Deputado Dr. Jaziel (PL/CE); Deputado 	General Peternelli (PSL/SP); e Deputado Heitor 	Freire (PSL/CE)",12h30,13h50,Palácio do Planalto,2019-05-29
"Fernando Azevedo, Ministro de Estado da Defesa",13h50,14h20,Palácio do Planalto,2019-05-29
"Dom Walmor Oliveira de Azevedo, Presidente da Conferência Nacional dos Bispos do Brasil (CNBB)",14h20,14h55,Palácio do Planalto,2019-05-29
"Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República",15h00,15h15,Palácio do Planalto,2019-05-29
"Abraham Weintraub, Ministro de Estado da Educação",15h15,15h40,Palácio do Planalto,2019-05-29
"Abraham Weintraub, Ministro de Estado da Educação; Luiz Henrique Mandetta, Ministro de Estado da Saúde; Deputado Alan Rick (DEM/AC); e representantes da Frente Parlamentar Mista em Defesa dos Médicos Brasileiros Formados no Exterior e da Revalidação (FMBR)",15h40,16h40,Palácio do Planalto,2019-05-29
"Marcelo Álvaro Antônio, Ministro de Estado do Turismo",16h40,17h00,Palácio do Planalto,2019-05-29
Apresentação do Novo Presidente da Embratur,18h00,19h00,Brasília/DF,2019-05-29
"Gutemberg de Paula Fonseca, Secretário de Governo e Relações Institucionais do estado do Rio de Janeiro",21h00,22h00,Palácio da Alvorada,2019-05-29
"Café da manhã com Dias Toffoli, Presidente do Supremo Tribunal Federal; Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Major Vitor Hugo, Deputado (PSL/GO), Líder do Governo na Câmara dos Deputados; Senadoras e Deputadas Federais",08h00,10h00,Palácio do Planalto,2019-05-30
"Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; e Deputado Helio Lopes (PSL/RJ)",12h00,14h00,Palácio do Planalto,2019-05-30
"Cerimônia de Assinatura do Decreto da Política Nacional de Desenvolvimento Regional e Entrega Oficial dos Planos Regionais da Amazônia, do Nordeste e do Centro-Oeste",14h00,14h45,Palácio do Planalto,2019-05-30
"Marcelo Álvaro Antônio, Ministro de Estado do Turismo",15h20,16h20,Palácio do Planalto,2019-05-30
"Senador Flávio Bolsonaro (PSL/RJ) e Humberto Martins, Corregedor Nacional de Justiça",16h30,17h10,Palácio do Planalto,2019-05-30
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da 	Presidência da República; e Davi Alcolumbre, Presidente do Senado Federal",17h30,18h30,Palácio do Planalto,2019-05-30
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Deputado Estadual Rodrigo Lorenzoni (DEM/RS); e Evandro Soares, Vereador do Município de Gravataí/RS",18h35,19h00,Palácio do Planalto,2019-05-30
"Transmissão ao Vivo (Live) com Luiz Henrique Mandetta, Ministro de Estado da Saúde; Senadora Soraya Thronicke (PLS/MS); Deputada Aline Sleutjes (PLS/PR); e Luiz Antônio Nabhan Garcia, Secretário Especial de Assuntos Fundiários do Ministério da Agricultura, Pecuária e Abastecimento",19h00,19h30,Palácio do Planalto,2019-05-30
Partida de Brasília/DF para Goiânia/GO,07h30,08h20,Base Aérea de Brasília,2019-05-31
Café da manhã com representantes e autoridades do estado de Goiás,08h50,09h40,Goiânia/GO,2019-05-31
46ª AGE - CONAMAD - Convenção Nacional das Assembleias de Deus no Brasil,09h55,10h35,Goiânia/GO,2019-05-31
"Almoço com Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; Ronaldo Caiado, Governador do estado de Goiás; Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; e caminhoneiros",12h20,13h20,Anápolis/GO,2019-05-31
Partida de Anápolis/GO para Brasília/DF,13h20,14h00,Anápolis/GO,2019-05-31
"Abraham Weintraub, Ministro de Estado da Educação",14h20,15h00,Palácio do Planalto,2019-05-31
"Alexandre Garcia, Jornalista",15h10,15h30,Palácio do Planalto,2019-05-31
"Gustavo Canuto, Ministro de Estado do Desenvolvimento Regional",15h30,16h00,Palácio do Planalto,2019-05-31
"André Luiz de Almeida, Advogado-Geral da União",17h05,17h55,Palácio do Planalto,2019-05-31
Sem compromisso oficial,00h00,,,2019-06-01
Sem compromisso oficial,00h00,,,2019-06-02
"Floriano Peixoto, Ministro-Chefe da Secretaria-Geral  da Presidência da República; e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputado",08h15,08h45,Palácio do Planalto,2019-06-03
"Floriano Peixoto, Ministro-Chefe da Secretaria-Geral  da Presidência da República",08h45,09h30,Palácio do Planalto,2019-06-03
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; e Floriano Amorim, Gerente Executivo da Gerência Executiva de Marketing e Negócios – EBC",09h30,10h55,Palácio do Planalto,2019-06-03
Senador Flávio Bolsonaro (PSL/RJ),13h30,14h30,Palácio do Planalto,2019-06-03
"Paulo Guedes, Ministro de Estado da Economia; Alexandre Borges Cabral, Presidente da Casa da Moeda do Brasil; e Salim Mattar, Secretário Especial de Desestatização e Desinvestimento do Ministério da Economia",14h30,15h25,Palácio do Planalto,2019-06-03
"Paulo Guedes, Ministro de Estado da Economia",15h30,16h00,Palácio do Planalto,2019-06-03
"Deputado Gutemberg Reis (MDB/RJ); Washington Reis, Prefeito do município de Duque de Caxias/RJ; e Deputado Estadual Rosenverg Reis (MDB/RJ)",16h00,16h45,Palácio do Planalto,2019-06-03
"Fernando Azevedo, Ministro de Estado da Defesa",17h00,17h45,Palácio do Planalto,2019-06-03
"Tereza Cristina, Ministra de Estado da Agricultura, Pecuária e Abastecimento; Deputada Joice Hasselmann (PSL/SP), Líder do Governo no Congresso Nacional; Deputado Major Vitor Hugo, Líder do Governo na Câmara; Deputado Alceu Moreira (MDB/RS), Presidente da Frente Parlamentar da Agropecuária (FPA); e lideranças da FPA",18h00,19h25,Palácio do Planalto,2019-06-03
"Karina Kufa, Advogada",09h00,09h20,Palácio do Planalto,2019-06-04
Cerimônia de Apresentação de Cartas Credenciais dos Novos Embaixadores,10h30,11h00,Palácio do Planalto,2019-06-04
"Entrega do Projeto de Lei da Carteira Nacional de Habilitação (CNH) ao Presidente da Câmara, Rodrigo Maia",11h30,12h00,Brasília/DF,2019-06-04
"Paulo Guedes, Ministro de Estado da Economia; 	Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados; Deputado Samuel Moreira (PSDB/SP); e Rogério Marinho, Secretário Especial da Previdência e Trabalho do Ministério da Economia",12h45,13h45,Palácio do Planalto,2019-06-04
"Sérgio Ricardo Segovia Barbosa, Presidente da Agência Brasileira de Promoção de Exportações e Investimentos",14h00,14h30,Palácio do Planalto,2019-06-04
13ª Reunião do Conselho de Governo,14h30,17h00,Palácio do Planalto,2019-06-04
Ato de assinatura da regulamentação das atividades em Salinas,17h00,17h30,Palácio do Planalto,2019-06-04
"Ato de assinatura da regulamentação da Lei nº 13.681/2018, que dispõe sobre pessoal do ex-território de Rondônia",17h30,18h00,Palácio do Planalto,2019-06-04
General de Brigada Fioravante,18h00,18h30,Palácio do Planalto,2019-06-04
"Tereza Cristina, Ministra de Estado da Agricultura, Pecuária e Abastecimento; e Salim Mattar, Secretário Especial de Desestatização e Desinvestimento do Ministério da Economia",18h30,19h00,Palácio do Planalto,2019-06-04
Partida de Brasília/DF para Barra do Garças/MT,08h35,09h30,Base Aérea de Brasília,2019-06-05
Solenidade de Lançamento do Projeto Juntos pelo Araguaia,10h00,11h30,Aragarças/GO,2019-06-05
Almoço Comemorativo do Lançamento do Projeto Juntos pelo Araguaia,12h15,13h20,Barra do Garças//MT,2019-06-05
Partida de Barra do Garças/MT para Brasília/DF,15h30,16h25,Aeroporto de Barra do Garças,2019-06-05
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República",17h00,17h25,Palácio do Planalto,2019-06-05
Partida de Brasília/DF para Buenos Aires/Argentina,06h50,10h40,Base Aérea de Brasília,2019-06-06
Cerimônia de oferenda floral,10h40,10h55,Buenos Aires/Argentina,2019-06-06
"Reunião com o senhor Mauricio Macri, Presidente da República Argentina",11h05,,Buenos Aires/Argentina,2019-06-06
Reunião ampliada,11h25,12h40,Buenos Aires/Argentina,2019-06-06
Declaração conjunta à Imprensa,12h40,13h00,Buenos Aires/Argentina,2019-06-06
Reunião com cúpula do Congresso da Nação Argentina,13h00,13h15,Buenos Aires/Argentina,2019-06-06
Reunião com o Presidente da Corte Suprema de Justiça,13h15,13h30,Buenos Aires/Argentina,2019-06-06
"Almoço oficial oferecido pelo senhor Mauricio Macri, Presidente da República Argentina",13h40,14h45,Buenos Aires/Argentina,2019-06-06
Cerimônia de encerramento do Seminário de   Indústria de Defesa,16h30,16h55,Buenos Aires/Argentina,2019-06-06
Encontro com empresários,17h05,18h15,Buenos Aires/Argentina,2019-06-06
"Transmissão ao Vivo (Live) com Paulo Guedes, Ministro de Estado da Economia; Tereza Cristina, Ministra de Estado da Agricultura, Pecuária e Abastecimento; e Bento Albuquerque, Ministro de Estado de Minas e Energia",19h00,19h30,Buenos Aires/Argentina,2019-06-06
Partida de Buenos Aires/Argentina para o Rio de Janeiro/RJ,06h40,09h30,Base Aérea Militar Aeroparque,2019-06-07
Cerimônia de Formatura do Curso Especial de Habilitação para Promoção a Sargento,10h10,11h30,Rio de Janeiro/RJ,2019-06-07
Partida do Rio de Janeiro/RJ para Brasília/DF,12h00,13h30,Aeroporto do Galeão,2019-06-07
Sr. Erico Filipe de Mello e Costa,09h00,09h30,Palácio da Alvorada,2019-06-08
"Antônio Rueda, Vice-Presidente do PSL",09h30,10h45,Palácio da Alvorada,2019-06-08
"Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados",12h10,13h00,Palácio da Alvorada,2019-06-08
"Fernando Azevedo, Ministro de Estado da Defesa",14h35,15h25,Palácio da Alvorada,2019-06-08
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República",08h10,09h15,Residência Oficial da Granja do Torto,2019-06-09
"Hamilton Mourão, Vice-Presidente da República; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",08h50,09h20,Palácio do Planalto,2019-06-10
"Senador Izalci Lucas (PSDB/DF), Vice-líder do Governo no Senado Federal",09h20,09h30,Palácio do Planalto,2019-06-10
"Marcos Cintra, Secretário da Receita Federal; e General Joaquim Silva e Luna, Diretor-Geral Brasileiro da Itaipu Binacional",10h45,11h15,Palácio do Planalto,2019-06-10
"Abraham Weintraub, Ministro de Estado da Educação",11h30,12h00,Palácio do Planalto,2019-06-10
"Paulo Guedes, Ministro de Estado da Economia",14h00,15h00,Palácio do Planalto,2019-06-10
Cerimônia comemorativa aos 20 anos de criação do Ministério da Defesa e imposição da Ordem do Mérito da Defesa,16h00,17h00,Brasília/DF,2019-06-10
"Marcos Pontes, Ministro de Estado da Ciência, Tecnologia, Inovações e Comunicações",08h00,09h00,Palácio da Alvorada,2019-06-11
"Marcos Pontes, Ministro de Estado da Ciência, Tecnologia, Inovações e Comunicações; Daniel Figueiredo Borja, Presidente da Associação Brasileira dos Criadores do Cavalo Mangalarga Marchador; João Vita Fragoso de Medeiros, Membro do Conselho Superior da Associação Brasileira dos Criadores do Cavalo Mangalarga Marchador; e Gilson Machado, Presidente do Instituto Brasileiro do Turismo – EMBRATUR",09h00,09h20,Palácio da Alvorada,2019-06-11
"Sérgio Moro, Ministro de Estado da Justiça e Segurança Pública",09h20,09h25,Palácio da Alvorada,2019-06-11
Cerimônia de Comemoração do 154º Aniversário da Batalha Naval do Riachuelo e imposição das condecorações da Ordem do Mérito Naval,10h00,11h00,Brasília/DF,2019-06-11
"Coronel Ricardo Silva Marques, Gerente Executivo de Inteligência e Segurança Corporativa da Petrobras; e Jacson Nazareno Godoy, Gerente 			Setorial de Inteligência e Segurança Corporativa da 		Petrobras",12h20,12h55,Palácio do Planalto,2019-06-11
Partida de Brasília/DF para São Paulo/SP,13h40,15h10,Base Aérea de Brasília,2019-06-11
"Reunião com o Abílio Diniz, Presidente da Península Participações",15h10,15h40,São Paulo/SP,2019-06-11
"Reunião com João Doria, Governador do estado de São Paulo",15h45,16h15,São Paulo/SP,2019-06-11
"Reunião com Paulo Skaf, Presidente da Federação das Indústrias do Estado de São Paulo (FIESP)",17h00,17h20,São Paulo/SP,2019-06-11
"Encontro com Lideranças Empresariais e Cerimônia de Entrega da ""Ordem do Mérito Industrial São Paulo""",17h30,18h30,São Paulo/SP,2019-06-11
Jantar em homenagem ao Presidente da República oferecido pelo Presidente da FIESP,19h30,21h00,São Paulo/SP,2019-06-11
Partida de São Paulo/SP para Brasília/DF,21h50,23h15,São Paulo/SP,2019-06-11
"Senadora Soraya Thronicke (PSL/MS); Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos 	Deputados; Deputado Guilherme Derrite (PP/SP), Vice-	Líder do Governo na Câmara dos Deputados; Deputado 	Márcio Labre (PSL/RJ); Deputado Eduardo Bolsonaro 	(PSL/SP); e Deputada Caroline de Toni (PSL/SC)",09h00,09h45,Palácio do Planalto,2019-06-12
"Deputado Major Vitor Hugo (PSL/GO), Líder do Governo 	na Câmara dos Deputados; Deputado Felício Laterça 	(PSL/RJ); Deputado Silas Câmara (PRB/AM); Deputado 	Ricardo Izar (PP/SP); Apóstolo César Augusto, Presidente 	da Igreja Apostólica Fonte da Vida; e Bispo Paulo Sérgio 	Sousa, Coordenador da Região 	Centro-Oeste",10h05,10h45,Palácio do Planalto,2019-06-12
"Eduardo Eugênio Gouvêa Vieira, Presidente da FIRJAN",10h50,11h00,Palácio do Planalto,2019-06-12
"Deputada Joice Hasselmann, (PSL/SP), Líder do Governo no Congresso Nacional; e Deputado Otoni de Paula (PSC/RJ), 1º Vice-Líder do PSC na Câmara dos Deputados",11h10,11h50,Palácio do Planalto,2019-06-12
"Roberto Severo Ramos, Secretário-Executivo da Secretaria-Geral da Presidência da República",11h50,12h00,Palácio do Planalto,2019-06-12
"Sergio Moro, Ministro de Estado da Justiça e Segurança  Pública; e Maurício Valeixo, Diretor-Geral da Polícia Federal",12h05,13h30,Palácio do Planalto,2019-06-12
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República",14h00,14h30,Palácio do Planalto,2019-06-12
"Tarcísio Gomes de Freitas, Ministro de Estado da Infraestrutura; Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Deputado Estadual Coronel Sandro (PSL/MG)",14h30,15h15,Palácio do Planalto,2019-06-12
"Marcos Pontes, Ministro de Estado da Ciência, Tecnologia, Inovações e Comunicações; e Rogério Parada, CEO UP TELECOM Ltda.",15h15,16h40,Palácio do Planalto,2019-06-12
"Ernesto Araújo, Ministro de Estado das Relações Exteriores",16h40,17h00,Palácio do Planalto,2019-06-12
"Deputado Alceu Moreira (MDB/RS); Deputado Pedro Lupion (DEM/PR); Deputado José Mario Schreiner (DEM/GO); e Luiz Antônio Nabhan Garcia, Secretário Especial de Assuntos Fundiários do Ministério da 	Agricultura, Pecuária e Abastecimento",17h00,17h30,Palácio do Planalto,2019-06-12
"Ernani Paciornik, Presidente da Revista Náutica",18h00,18h10,Palácio do Planalto,2019-06-12
"Hamilton Mourão, Vice-Presidente da República; Paulo Guedes, Ministro de Estado da Economia; Augusto Heleno, Ministro-Chefe do Gabinete de 	Segurança Institucional da Presidência da República; Roberto Campos Neto, Presidente do Banco Central; e Joaquim Levy, Presidente do BNDES",09h00,09h30,Palácio do Planalto,2019-06-13
Solenidade de Lançamento de Linha de Crédito do BNDES para Organizações Filantrópicas,09h30,10h30,Palácio do Planalto,2019-06-13
"Osmar Terra, Ministro de Estado da Cidadania",10h30,10h45,Palácio do Planalto,2019-06-13
"Fernando Azevedo, Ministro de Estado da Defesa; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Paulo Gonçalves de Oliveira Júnior, Cirurgião Vascular",10h45,11h00,Palácio do Planalto,2019-06-13
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Fernando Azevedo, Ministro de Estado da Defesa; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",11h00,11h35,Palácio do Planalto,2019-06-13
"Santos Cruz, Ministro-Chefe da Secretaria de Governo da Presidência da República; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",12h20,12h30,Palácio do Planalto,2019-06-13
Senador Flávio Bolsonaro (PSL/RJ),12h35,12h50,Palácio do Planalto,2019-06-13
Partida de Brasília/DF para Belém/PA,13h30,15h55,Base Aérea de Brasília,2019-06-13
Cerimônia de entrega habitacional do Residencial Quinta dos Paricás,16h45,18h05,Belém/PA,2019-06-13
"Transmissão ao Vivo (Live) com Pedro Guimarães, Presidente da Caixa Econômica Federal; Deputado 	PR. Marco Feliciano (PODE/SP); e Deputado 	Delegado Éder Mauro (PSD/PA)",19h00,19h20,Belém/PA,2019-06-13
Culto de Celebração e Momento Cívico em Comemoração dos 108 Anos da Assembleia de Deus no Brasil,19h30,21h15,Belém/PA,2019-06-13
Partida de Belém/PA para Brasília/DF,21h50,,Aeroporto Internacional de Belém – Valde-Cans,2019-06-13
"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Senador Flávio Bolsonaro (PSL/RJ); e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados",08h20,08h55,Palácio do Planalto,2019-06-14
Café da manhã com Jornalistas,09h00,10h50,Palácio do Planalto,2019-06-14
"Wagner Rosário, Ministro de Estado da Controladoria-Geral da União; e Deputado Helio Lopes (PSL/RJ)",11h20,12h50,Palácio do Planalto,2019-06-14
Partida de Brasília/DF para São Paulo/SP,18h15,19h50,Base Aérea de Brasília,2019-06-14
Cerimônia de abertura da Copa América Brasil 2019,21h10,21h30,São Paulo/SP,2019-06-14
Partida de abertura da Copa América 2019: Brasil x Bolívia,21h30,23h30,São Paulo/SP,2019-06-14
Partida de São Paulo/SP para Brasília/DF,00h20,01h40,Aeroporto de Congonhas,2019-06-15
"André Luiz de Almeida, Advogado-Geral da União",09h00,10h00,Palácio da Alvorada,2019-06-15
Partida de Brasília/DF para Santa Maria/RS,15h30,18h20,Base Aérea de Brasília,2019-06-15
"Cerimônia comemorativa ao 218º aniversário de nascimento do Marechal Emilio Luiz Mallet, patrono da arma de artilharia do Exército Brasileiro",19h00,20h20,Santa Maria/RS,2019-06-15
Partida de Santa Maria/RS para Brasília/DF,21h30,,Base Aérea de Santa Maria,2019-06-15
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República",07h45,08h00,Palácio da Alvorada,2019-06-17
"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",08h10,08h40,Palácio da Alvorada,2019-06-17
"Deputado David Soares (DEM/SP); e Missionário R.R. Soares, Fundador da Igreja Internacional da Graça de Deus",09h00,10h00,Palácio do Planalto,2019-06-17
"Paulo Guedes, Ministro de Estado da Economia",10h00,10h30,Palácio do Planalto,2019-06-17
"Damares Alves, Ministra de Estado da Mulher, da Família e dos Direitos Humanos",10h30,10h50,Palácio do Planalto,2019-06-17
"Jorge Antônio de Oliveira Francisco, Subchefe para Assuntos Jurídicos da Casa Civil da Presidência da República; e Grupo Evangélico",11h00,11h30,Palácio do Planalto,2019-06-17
Deputado Eduardo Bolsonaro (PSL/SP),11h30,12h00,Palácio do Planalto,2019-06-17
"Gilson Machado, Presidente do Instituto Brasileiro do Turismo; e Ronaldinho Gaúcho, ex-jogador de futebol",12h15,13h25,Palácio do Planalto,2019-06-17
"Mauro Biancamano Guimarães, Secretário-Executivo da Secretaria de Governo da Presidência da República; e Francisco de Assis de Moraes Souza (Mão Santa), Prefeito do município de Parnaíba/PI",14h00,14h35,Palácio do Planalto,2019-06-17
"Deputado Estadual André Fernandes (PSL/CE); Deputado Estadual Delegado Cavalcante (PSL/CE); Alberto Junior, Inspetor da Polícia Civil do Ceará; e Edson Alex Melo da Silva, Empresário",14h35,15h00,Palácio do Planalto,2019-06-17
"Osmar Terra, Ministro de Estado da Cidadania; e Roberto Alvim, Diretor de Teatro",15h00,15h15,Palácio do Planalto,2019-06-17
"Paulo Guedes, Ministro de Estado da Economia",15h15,15h35,Palácio do Planalto,2019-06-17
"Paulo Guedes, Ministro de Estado da Economia; Gladson Cameli, Governador do Estado do Acre; Senadora Mailza Gomes (PP/AC); Deputado Manuel Marcos (PRB/AC); Deputada Dra. Vanda Milani (SOLIDARIEDADE/AC); Wherles da Rocha Vice-Governador do Estado do Acre; Paulo Roberto, Presidente da Superintendência do Desenvolvimento da Amazônia – SUDAM; e Salim Mattar, Secretário Especial de Desestatização e Desinvestimento do Ministério da Economia",15h40,16h10,Palácio do Planalto,2019-06-17
"Paulo Guedes, Ministro de Estado da Economia; e Salim Mattar, Secretário Especial de Desestatização e Desinvestimento do Ministério da Economia",16h10,16h55,Palácio do Planalto,2019-06-17
"Floriano Peixoto, Ministro-Chefe da Secretaria-Geral da Presidência da República",17h00,17h20,Palácio do Planalto,2019-06-17
"Sérgio Moro, Ministro de Estado da Justiça e Segurança Pública; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",17h20,17h40,Palácio do Planalto,2019-06-17
Solenidade de Assinatura da MP para Confisco de Bens de Traficantes,17h40,18h15,Palácio do Planalto,2019-06-17
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Marcelo Álvaro Antônio, Ministro de Estado do Turismo; Senador Flávio Bolsonaro (PSL/RJ); Deputado Filipe Barros (PSL/PR), Vice-Líder do PSL na Câmara dos Deputados; e Gilson Machado, Presidente do Instituto Brasileiro do Turismo",18h15,18h55,Palácio do Planalto,2019-06-17
"Gilson Lima, Empresário",19h00,19h10,Palácio do Planalto,2019-06-17
"General de Exército Luiz Eduardo Ramos Baptista Pereira, Comandante Militar do Sudeste",19h30,20h00,Palácio da Alvorada,2019-06-17
Hasteamento da Bandeira Nacional,08h00,08h15,Palácio do Planalto,2019-06-18
14ª Reunião do Conselho de Governo,08h15,11h00,Palácio do Planalto,2019-06-18
Cerimônia de Lançamento do Plano Safra 2019/2020,11h00,12h00,Palácio do Planalto,2019-06-18
Deputado PR. Marco Feliciano (PODE/SP),12h00,13h30,Palácio do Planalto,2019-06-18
"Deputada Joice Hasselmann (PSL/SP), Líder do Governo no Congresso Nacional; Deputado José Nelto (PODE/GO), Líder do Podemos na Câmara dos Deputados, e Bancada do Podemos",14h30,16h00,Palácio do Planalto,2019-06-18
"Paulo Guedes, Ministro de Estado da Economia; Tereza Cristina, Ministra de Estado da Agricultura, Pecuária e Abastecimento; Deputado Fausto Pinato (PP/SP), Presidente da Frente Parlamentar Mista em Defesa da Indústria Brasileira de Bebidas; membros e coordenadores; e Alfredo Alexandre de Menezes Junior, Superintendente da SUFRAMA",16h00,16h30,Palácio do Planalto,2019-06-18
"Abraham Weintraub, Ministro de Estado da Educação",16h30,16h45,Palácio do Planalto,2019-06-18
"Hamilton Mourão, Vice-Presidente da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Heraldo Pereira, Jornalista",16h45,17h00,Palácio do Planalto,2019-06-18
Solenidade de Sanção da Lei de Combate às Fraudes Previdenciárias,17h00,17h45,Palácio do Planalto,2019-06-18
Deputado Estadual Frederico d'Avila (PSL/SP),18h30,18h45,Palácio do Planalto,2019-06-18
Partida de Brasília/DF para São Paulo/SP,08h45,10h20,Base Aérea de Brasília,2019-06-19
Cerimônia de assinatura de termo de compromisso entre a CAIXA e o Comitê Paralímpico Brasileiro,10h45,11h45,São Paulo/SP,2019-06-19
Partida de São Paulo/SP para Guaratinguetá/SP,13h35,14h00,Aeroporto de Congonhas,2019-06-19
Visita ao Mosteiro das Irmãs Clarissas,14h15,15h00,Guaratinguetá/SP,2019-06-19
Solenidade Militar de Formatura da 248ª Turma do Curso de Formação de Sargentos da Aeronáutica,15h30,16h30,Guaratinguetá/SP,2019-06-19
Partida de Guaratinguetá/SP para Brasília/DF,17h20,18h50,Aeroporto Edu Chaves,2019-06-19
27ª edição da Marcha para Jesus 2019,15h20,16h00,São Paulo/SP,2019-06-20
Transmissão ao Vivo (Live),19h00,19h20,Palácio da Alvorada,2019-06-20
"Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; e Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados",08h40,10h00,Palácio do Planalto,2019-06-21
"José Vicente Santini, Secretário-Executivo da Casa Civil da Presidência da República",10h45,11h00,Palácio do Planalto,2019-06-21
"Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados",11h00,11h15,Palácio do Planalto,2019-06-21
"Fernando Azevedo, Ministro de Estado da Defesa; e Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República",12h00,13h00,Brasília/DF,2019-06-21
"Senador Jorge Kajuru (PSB/GO), Líder do PSB no Senado Federal",15h40,16h10,Palácio do Planalto,2019-06-21
Deputado Hélio Lopes (PSL/RJ),16h10,16h20,Palácio do Planalto,2019-06-21
"Deputado Major Vitor Hugo (PSL/GO), Líder do Governo na Câmara dos Deputados",08h00,09h00,Palácio do Planalto,2019-06-24
"Abraham Weintraub, Ministro de Estado da Educação; Senador Flávio Bolsonaro (PSL/RJ); e Alexandre Lopes, Presidente do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira - INEP",09h00,09h45,Palácio do Planalto,2019-06-24
"Jorge Antônio de Oliveira, Ministro-Chefe da Secretaria-Geral da Presidência da República; e Coronel Sheyla Soares Sampaio, Comandante-Geral da Polícia Militar do Distrito Federal",10h00,10h20,Palácio do Planalto,2019-06-24
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República",10h20,10h45,Palácio do Planalto,2019-06-24
"Onyx Lorenzoni, Ministro-Chefe da Casa Civil da Presidência da República; Augusto Heleno, Ministro-Chefe do Gabinete de Segurança Institucional da Presidência da República; Senador Eduardo Braga (MDB/AM), Líder do MDB no Senado Federal; Alfredo 		Alexandre Menezes Júnior, Superintendente da Zona Franca de Manaus – SUFRAMA; e Alexandre Jobim, Presidente da Associação Brasileira das Indústrias de Refrigerantes e de Bebidas não Alcoólicas – ABIR",10h45,11h15,Palácio do Planalto,2019-06-24
Cadetes da Academia Militar das Agulhas Negras,11h15,11h30,Palácio do Planalto,2019-06-24
